"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
mini_c4c_past,mini_mdd,,radio,"c) 7 days or more","0, No|1, Yes",,,,,,"([mini_c1a] = '1' or [mini_c2a] = '1') and (([mini_c1b] = '1' or [mini_c2b] = '1') or ([mini_c1b] = '0' and [mini_c2b] = '0'))",,RH,,,,
mini_c5_past,mini_mdd,,radio,"C5
Were you hospitalized for these problems?","0, No|1, Yes",,,,,,"([mini_c1a] = '1' or [mini_c2a] = '1') and (([mini_c1b] = '1' or [mini_c2b] = '1') or ([mini_c1b] = '0' and [mini_c2b] = '0'))",,LH,,,,
mini_c5_past_msg,mini_mdd,,descriptive,"<font size=""3"" color=""blue"">Please select Yes in Manic Episode (Below) for Past</font>",,,,,,,"[mini_c5_past] = '1'",,,,,,
mini_c6_past,mini_mdd,,radio,"C6
Did these symptoms cause significant problems at home, at work, socially in your relationships, at school or in some other important way?","0, No|1, Yes",,,,,,"[mini_c5_past] = '0'",,LH,,,,
mini_c7_past,mini_mdd,,radio,"C7
Were these symptoms associated with a clear change in the way that you previously functioned and that was different from the way that you usually are?","0, No|1, Yes",,,,,,"([mini_c1a] = '1' or [mini_c2a] = '1') and (([mini_c1b] = '1' or [mini_c2b] = '1') or ([mini_c1b] = '0' and [mini_c2b] = '0'))",,LH,,,,
msg11,mini_mdd,,descriptive,"<font size=""3"" color=""blue"">Please select Yes below for Manic Episode: Past</font>",,,,,,,"[mini_c3_summ_past] = '1' and [mini_c7_past] = '1' and ([mini_c4c_past] = '1' or [mini_c5_past] = '1') and ([mini_c5_past] = '1' or [mini_c6_past] = '1') and [mini_o2] = '1'",,,,,,
msg12,mini_mdd,,descriptive,"<font size=""3"" color=""purple"">If not instructed to select Yes in the previous field, please select No below for Manic Episode: Past</font>",,,,,,,"[mini_c7_past] = '0' or [mini_c7_past] = '1'",,,,,,
manic_epis_past,mini_mdd,,yesno,"Manic Episode: Past",,,,,,,"([mini_c1a] = '1' or [mini_c2a] = '1') and (([mini_c1b] = '1' or [mini_c2b] = '1') or ([mini_c1b] = '0' and [mini_c2b] = '0'))",,RH,,,,
msg15,mini_mdd,,descriptive,"<font size=""3"" color=""blue"">Please select Not Explored for Hypomanic Episode: Past</font>",,,,,,,"[manic_epis_past] = '1'",,,,,,
msg13,mini_mdd,,descriptive,"<font size=""3"" color=""blue"">Please select Yes below for Hypomanic Episode: Past</font>",,,,,,,"[mini_c3_summ_past] = '1' and ([mini_c5_past] = '0' and [mini_c6_past] = '0') and [mini_c7_past] = '1' and ([mini_c4b_past] = '0' or [mini_c4c_past] = '0')",,,,,,
msg14,mini_mdd,,descriptive,"<font size=""3"" color=""purple"">If not instructed to select Yes in the previous field, please select No below for Hypomanic Episode: Past</font>",,,,,,,"[manic_epis_past] = '1' or [manic_epis_past] = '0'",,,,,,
hypomanic_epi_curr,mini_mdd,,yesno,"Hypomanic Episode: Past

This field is now hidden!",,,,,,,"([mini_c1a] = '1' or [mini_c2a] = '1') and (([mini_c1b] = '1' or [mini_c2b] = '1') or ([mini_c1b] = '0' and [mini_c2b] = '0'))",,RH,,,," @HIDDEN"
hypomanic_epi_past,mini_mdd,,radio,"Hypomanic Episode: Past","0, No|1, Yes|2, Not Explored",,,,,,"([mini_c1a] = '1' or [mini_c2a] = '1') and (([mini_c1b] = '1' or [mini_c2b] = '1') or ([mini_c1b] = '0' and [mini_c2b] = '0'))",,RH,,,,
msg18,mini_mdd,,descriptive,"<font size=""3"" color=""blue"">Please select Not Explored for Hypomanic Symptoms: Past</font>",,,,,,,"[manic_epis_past] = '1' or [hypomanic_epi_past] = '1'",,,,,,
msg16,mini_mdd,,descriptive,"<font size=""3"" color=""blue"">Please select Yes below for Hypomanic Symptoms: Past</font>",,,,,,,"[mini_c3_summ_past] = '1' and [mini_c4a_past] = '1' and [mini_c5_past] = '0'",,,,,,
msg17,mini_mdd,,descriptive,"<font size=""3"" color=""purple"">If not instructed to select Yes in the previous field, please select No below for Hypomanic Symptoms: Past</font>",,,,,,,"[hypomanic_epi_past] = '0' or [hypomanic_epi_past] = '1' or [hypomanic_epi_past] = '2'",,,,,,
hypomanic_sym_past,mini_mdd,,radio,"Hypomanic Symptoms: Past","0, No|1, Yes|2, Not Explored",,,,,,"([mini_c1a] = '1' or [mini_c2a] = '1') and (([mini_c1b] = '1' or [mini_c2b] = '1') or ([mini_c1b] = '0' and [mini_c2b] = '0'))",,RH,,,,
mini_c_manic_episode,mini_mdd," MANIC EPISODE",yesno,"MANIC EPISODE",,,,,,,,,LH,,,," @HIDDEN"
mini_c_manic_epi_time,mini_mdd,,checkbox,"Current and/or Past","1, Current|2, Past",,,,,,"[mini_c_manic_episode] = '1'",,LH,,,," @HIDDEN"
msg1,mini_mdd,,descriptive,"<font size=""3"" color=""blue"">Please code Current Hypomanic Episode as No</font>",,,,,,,"[mini_c_manic_episode] = '1' and [mini_c_manic_epi_time(1)] = '1'",,,,,," @HIDDEN"
mini_c_hypom_epi_msg3,mini_mdd,,descriptive,"<font size=""3"" color=""blue"">Please Code Current Hypomanic Episode as Yes.</font>",,,,,,,"[mini_c3_summ_curr] = '1' and [mini_c5_current] = '0' and [mini_c6_current] = '0' and [mini_c7_current] = '1' and ([mini_c4b_current] = '1' or [mini_c4c_current] = '1') and [mini_o2] = '1'",,,,,," @HIDDEN"
mini_c_hypom_epi_msg2,mini_mdd,,descriptive,"<font size=""3"" color=""blue"">Please code Past Hypomanic Episode as Not Explored.</font>",,,,,,,"[mini_c_manic_episode] = '1' and [mini_c_manic_epi_time(2)] = '1'",,,,,," @HIDDEN"
mini_hypepi1_summ_msg_txt,mini_mdd," ",descriptive,"<font size=""3"" color=""purple"">Note: If you do not see a field right above this one asking you to select Yes below for Hypomanic Episode: Current, then please select No for Hypomanic Episode: Current.</font>",,,,,,,"[mini_c7_current] = '0' or [mini_c7_current] = '1'",,,,,," @HIDDEN"
mini_c_hypom_epi_msg1,mini_mdd,,descriptive,"<font size=""3"" color=""blue"">Please code Past Hypomanic Episode as Yes.</font>",,,,,,,"[mini_c_manic_episode] = '0' and [mini_c3_summ_past] = '1' and [mini_c5_past] = '0' and [mini_c6_past] = '0' and [mini_c7_past] = '1' and ([mini_c4b_past(1)] = '1' or [mini_c4c_past(1)] = '1') and [mini_o2] = '1'",,,,,," @HIDDEN"
mini_hypom_epi_curr,mini_mdd,"HYPOMANIC EPISODE",radio,Current,"0, No|1, Yes",,,,,,,,LH,,,," @HIDDEN"
mini_hypom_epi_past,mini_mdd,,radio,Past,"0, No|1, Yes|2, Not Explored",,,,,,,,LH,,,," @HIDDEN"
mini_c_hypom_sym_msg1,mini_mdd,,descriptive,"<font size=""3"" color=""blue"">Please code current hypomanic symptoms as Yes</font>",,,,,,,"[mini_c3_summ_curr] = '1' and [mini_c4a_current] = '1' and [mini_c5_current] = '0'",,,,,," @HIDDEN"
mini_c_hypom_sym_msg2,mini_mdd," ",descriptive,"<font size=""3"" color=""blue"">Please code current hypomanic symptoms as No</font>",,,,,,,,,,,,," @HIDDEN"
mini_c_hypom_sym_msg3,mini_mdd,,descriptive,"<font size=""3"" color=""blue"">Please code past hypomanic symptoms as Yes</font>",,,,,,,"[mini_c3_summ_past] = '1' and [mini_c4a_past] = '1' and [mini_c5_past] = '0' and [mini_c_manic_episode] = '0' and [mini_hypom_epi_past] = '0'",,,,,," @HIDDEN"
mini_c_hypom_sym_msg4,mini_mdd,,descriptive,"<font size=""3"" color=""blue"">Please code past hypomanic symptoms as No</font>",,,,,,,,,,,,," @HIDDEN"
mini_c_hypom_sym_msg5,mini_mdd,,descriptive,"<font size=""3"" color=""blue"">Please code past hypomanic symptoms as Not Explored</font>",,,,,,,"[mini_c_manic_epi_time(2)] = '1' or [mini_hypom_epi_past] = '1'",,,,,," @HIDDEN"
mini_hypom_sym_curr,mini_mdd,"HYPOMANIC SYMPTOMS",radio,Current,"0, No|1, Yes",,,,,,,,LH,,,," @HIDDEN"
mini_hypom_sym_past,mini_mdd,,radio,Past,"0, No|1, Yes|2, Not Explored",,,,,,,,LH,,,," @HIDDEN"
mini_c8a,mini_mdd," ",radio,"a) Did you have 2 or more of these (manic) episodes lasting 7 days or more (C4c) in your lifetime (including the current episode if present)?","0, No|1, Yes",,,,,,"[manic_epis_curr] = '1' or [manic_epis_past] = '1'",,LH,,,,
mini_c8b,mini_mdd,,radio,"b) Did you have 2 or more of these (hypomanic) episodes lasting 4 days or more (C4b) in your lifetime (including the current episode)?","0, No|1, Yes",,,,,,"([manic_epis_curr] = '1' or [manic_epis_past] = '1') or ([hypomanic_epis_curr] = '1' or [hypomanic_epi_past] = '1')",,LH,,,,
mini_c8b_2,mini_mdd,,radio,"b) Did you have 2 or more of these (hypomanic) episodes lasting 4 days or more (C4b) in your lifetime (including the current episode)?","0, No|1, Yes",,,,,,"([manic_epis_curr] = '1' or [manic_epis_past] = '1') or ([hypomanic_epis_curr] = '1' or [hypomanic_epi_past] = '1')",,LH,,,,
mini_c8c,mini_mdd,,radio,"c) Did you have these hypomanic symptoms lasting only 1 to 3 days (C4a) 2 or more times in your lifetime, (including the current episode if present)?","0, No | 1, Yes",,,,,,"[hypomanic_sym_past] = '1'",,LH,,,,
mini_mdd_comments,mini_mdd," ",notes,"General Comments",,,,,,,,,LV,,,,
mdd_note,mini_mdd_note,,descriptive,"Whoops! Where did the Mini MDD go? Not to worry! It's currently off-line undergoing some minor changes. Please check back soon. Thanks!",,,,,,,,,,,,,
mhm_date,medical_history_form_revised_32717,,text,Date,,,date_mdy,,,,,y,,,,,
mhm_miss,medical_history_form_revised_32717," ",yesno,"Data missing",,,,,,,,y,RH,,,,
mhm_misswhy,medical_history_form_revised_32717,,notes,"What data is missing and why?",,,,,,,"[mhm_miss] = '1'",,,,,,
mhm_in,medical_history_form_revised_32717," ",descriptive,"Instructions: I'm going to list several medical conditions that people sometimes have. Please check the conditions for which you have been diagnosed or treated.",,,,,,,,,,,,,
mhm1,medical_history_form_revised_32717," ",checkbox,Arthritis,"1, Yes",,,,,,,,RH,,,,
mhm1onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm1(1)] = '1'",,,,,," @HIDDEN"
mhm1stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm1(1)] = '1'",,,,,," @HIDDEN"
mhm1_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mhm1(1)] = '1'",,,,,,
mhm2,medical_history_form_revised_32717," ",checkbox,"Anemia or Bleeding Problems","1, Yes",,,,,,,,RH,,,,
mhm2onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm2(1)] = '1'",,,,,," @HIDDEN"
mhm2stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm2(1)] = '1'",,,,,," @HIDDEN"
mhm2_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mhm2(1)] = '1'",,,,,,
mhm3,medical_history_form_revised_32717," ",checkbox,Epilepsy,"1, Yes",,,,,,,,RH,,,,
mhm3onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm3(1)] = '1'",,,,,," @HIDDEN"
mhm3stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm3(1)] = '1'",,,,,," @HIDDEN"
mhm3_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mhm3(1)] = '1'",,,,,,
mhm4,medical_history_form_revised_32717," ",checkbox,"Daily headaches or Migraines","1, Yes",,,,,,,,RH,,,,
mhm4onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm4(1)] = '1'",,,,,," @HIDDEN"
mhm4stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm4(1)] = '1'",,,,,," @HIDDEN"
mhm4_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mhm4(1)] = '1'",,,,,,
mhm5,medical_history_form_revised_32717," ",checkbox,"Multiple Sclerosis","1, Yes",,,,,,,,RH,,,,
mhm5onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm5(1)] = '1'",,,,,," @HIDDEN"
mhm5stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm5(1)] = '1'",,,,,," @HIDDEN"
mhm5_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mhm5(1)] = '1'",,,,,,
mhm6,medical_history_form_revised_32717," ",checkbox,"Parkinson's Disease","1, Yes",,,,,,,,RH,,,,
mhm6onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm6(1)] = '1'",,,,,," @HIDDEN"
mhm6stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm6(1)] = '1'",,,,,," @HIDDEN"
mhm6_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mhm6(1)] = '1'",,,,,,
mhm7,medical_history_form_revised_32717," ",checkbox,Stroke,"1, Yes",,,,,,,,RH,,,,
mhm7onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm7(1)] = '1'",,,,,," @HIDDEN"
mhm7stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm7(1)] = '1'",,,,,," @HIDDEN"
mhm7_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mhm7(1)] = '1'",,,,,,
mhm8,medical_history_form_revised_32717," ",checkbox,"Weakness, Numbing, Tingling","1, Yes",,,,,,,,RH,,,," @HIDDEN"
mhm8onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm8(1)] = '1'",,,,,," @HIDDEN"
mhm8stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm8(1)] = '1'",,,,,," @HIDDEN"
mhm8cause,medical_history_form_revised_32717,,text,"Cause (if known)",,,,,,,"[mhm8(1)] = '1'",,,,,," @HIDDEN"
mhm9,medical_history_form_revised_32717," ",checkbox,Dizziness,"1, Yes",,,,,,,,RH,,,," @HIDDEN"
mhm9onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm9(1)] = '1'",,,,,," @HIDDEN"
mhm9stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm9(1)] = '1'",,,,,," @HIDDEN"
mhm9cause,medical_history_form_revised_32717,,text,"Cause (if known)",,,,,,,"[mhm9(1)] = '1'",,,,,," @HIDDEN"
mhm10,medical_history_form_revised_32717," ",checkbox,Fainting,"1, Yes",,,,,,,,RH,,,," @HIDDEN"
mhm10onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm10(1)] = '1'",,,,,," @HIDDEN"
mhm10stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm10(1)] = '1'",,,,,," @HIDDEN"
mhm11,medical_history_form_revised_32717," ",checkbox,Asthma,"1, Yes",,,,,,,,RH,,,,
mhm11onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm11(1)] = '1'",,,,,," @HIDDEN"
mhm11stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm11(1)] = '1'",,,,,," @HIDDEN"
mhm11_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mhm11(1)] = '1'",,,,,,
mhm12,medical_history_form_revised_32717," ",checkbox,"Chronic Bronchitis","1, Yes",,,,,,,,RH,,,,
mhm12onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm12(1)] = '1'",,,,,," @HIDDEN"
mhm12stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm12(1)] = '1'",,,,,," @HIDDEN"
mhm12_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mhm12(1)] = '1'",,,,,,
mhm13,medical_history_form_revised_32717," ",checkbox,"COPD or Emphysema","1, Yes",,,,,,,,RH,,,,
mhm13onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm13(1)] = '1'",,,,,," @HIDDEN"
mhm13stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm13(1)] = '1'",,,,,," @HIDDEN"
mhm13_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mhm13(1)] = '1'",,,,,,
mhm14,medical_history_form_revised_32717," ",checkbox,Cancer,"1, Yes",,,,,,,,RH,,,,
mhm14onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm14(1)] = '1'",,,,,," @HIDDEN"
mhm14stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm14(1)] = '1'",,,,,," @HIDDEN"
mhm14s,medical_history_form_revised_32717,,text,"14A. Type:",,,,,,,"[mhm14(1)] = '1'",,,,,,
mhm14_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mhm14(1)] = '1'",,,,,,
mhm15,medical_history_form_revised_32717," ",checkbox,"Acid Reflux","1, Yes",,,,,,,,RH,,,," @HIDDEN"
mhm15onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm15(1)] = '1'",,,,,," @HIDDEN"
mhm15stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm15(1)] = '1'",,,,,," @HIDDEN"
mhm16,medical_history_form_revised_32717," ",checkbox,"Colitis (Inflammatory Bowel Disease)","1, Yes",,,,,,,,RH,,,,
mhm16onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm16(1)] = '1'",,,,,," @HIDDEN"
mhm16stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm16(1)] = '1'",,,,,," @HIDDEN"
mhm16_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mhm16(1)] = '1'",,,,,,
mhm17,medical_history_form_revised_32717," ",checkbox,Constipation,"1, Yes",,,,,,,,RH,,,," @HIDDEN"
mhm17onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm17(1)] = '1'",,,,,," @HIDDEN"
mhm17stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm17(1)] = '1'",,,,,," @HIDDEN"
mhm18,medical_history_form_revised_32717," ",checkbox,Diarrhea,"1, Yes",,,,,,,,RH,,,," @HIDDEN"
mhm18onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm18(1)] = '1'",,,,,," @HIDDEN"
mhm49onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm49(1)] = '1'",,,,,," @HIDDEN"
mhm18stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm18(1)] = '1'",,,,,," @HIDDEN"
mhm49stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm49(1)] = '1'",,,,,," @HIDDEN"
mhm19,medical_history_form_revised_32717," ",checkbox,"Irritable Bowel Syndrome","1, Yes",,,,,,,,RH,,,,
mhm49s,medical_history_form_revised_32717,,text,"49A. Specify:",,,,,,,"[mhm49(1)] = '1'",,,,,," @HIDDEN"
mhm19onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm19(1)] = '1'",,,,,," @HIDDEN"
thyroid_dis,medical_history_form_revised_32717," ",checkbox,"Thyroid Disease","1, Yes",,,,,,,,RH,,,,
mhm19stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm19(1)] = '1'",,,,,," @HIDDEN"
thyroid_dis_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[thyroid_dis(1)] = '1'",,,,,,
mac_degen,medical_history_form_revised_32717," ",checkbox,"Macular Degeneration","1, Yes",,,,,,,,RH,,,,
mhm19_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mhm19(1)] = '1'",,,,,,
mhm20,medical_history_form_revised_32717," ",checkbox,"Liver Cirrhosis or Liver Disease","1, Yes",,,,,,,,RH,,,,
mac_degen_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mac_degen(1)] = '1'",,,,,,
mhm50,medical_history_form_revised_32717," ",yesno,"Current Smoker",,,,,,,,y,RH,,,,
mhm20onset,medical_history_form_revised_32717,,text,"Year of Onset",,,,,,,"[mhm20(1)] = '1'",,,,,," @HIDDEN"
mhm50s,medical_history_form_revised_32717,,text,"Number of years smoking",,,,,,,"[mhm50] = '1'",,,,,,
mhm20stop,medical_history_form_revised_32717,,text,"Stop Year",,,,,,,"[mhm20(1)] = '1'",,,,,," @HIDDEN"
mhm51,medical_history_form_revised_32717," ",yesno,"Previous Smoker?",,,,,,,"[mhm50] = '0'",,RH,,,,
mhm20_curr_past,medical_history_form_revised_32717,,radio,"Current or Past Hx","1, Current|2, Past Hx",,,,,,"[mhm20(1)] = '1'",,,,,,
mhm21,medical_history_form_revised_32717," ",checkbox,"High Red Blood Cell Count","1, Yes",,,,,,,,RH,,,," @HIDDEN"
mhm51s,medical_history_form_revised_32717,,text,"Number of years smoked",,,,,,,"[mhm51] = '1'",,,,,,
